Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh
ARCHIVED,TEST TONE,TEST,TEST,"Test tones used for calibration, ADR beeps, Pink Noise, Sine wave Sweeps.","adr beeps, test tones, bleeping tone, 2pops, white noise, pink noise, sine wave sweeps",归档,测试音,adr 哔哔声、测试音、哔音、2pops、白噪声、粉红噪声、正弦波扫描、 信号
ARCHIVED,TRADEMARKED,TMARK,TMARK,"For trademarked or copyright sounds that you need to store in your library. Jingles, logos.","trademark, copyright, product sound, licensed, registered, legal",归档,商标音,商标、版权、产品声音、许可、注册、合法、 标识
ARCHIVED,WORK IN PROGRESS,WIP,WIP,"Files that aren't fully metadata'd, or mastered, tag to remind you there is work to do. Recordings awaiting mastering.","work in progress, wip, unfinished",归档,过程中素材,工作进行中、未完成
ARCHIVED,WTF,WTF,WTF,Literally what it says 'What the F_ck' is THIS sound... Strange otherwise uncategorizable sounds.,"uncategorizable, unknown, jokes",归档,未确认素材,不可归类的、未知的
BEEPS,APPLIANCE,BEEPAppl,BEEP,"Microwave oven beeps, dishwasher beeps.","microwave, dishwasher, washing machine, dryer",提示音,电器,微波炉、洗碗机、洗衣机、烘干机
BEEPS,GENERAL,BEEP,BEEP,Beep sounds not fitting another category in this list. User Interface beeps go to UI-BEEPS.,beep,提示音,通用,嘟
BEEPS,LOFI,BEEPLofi,BEEP,"Very low fidelity, old 8-bit beeps.","atari, famicom, colecovision",提示音,低保真,电话音、电视音、广播
BEEPS,MEDICAL,BEEPMed,BEEP,"Beeps from various medical devices, EKG, Live Support.","EKG, ECG, KDC, heart monitor, flatline, ultrasound",提示音,医疗器械,心电图、KDC、心脏监护仪、超声波、医用
BEEPS,TIMER,BEEPTimer,BEEP,"Specifically timer beeps, counting down. Classic time bomb beeps.","microwave, oven timer, digital watch, phone timer",提示音,计时器,微波炉、烤箱定时器、数字手表、定时器
BEEPS,VEHICLE,BEEPVeh,BEEP,Backup beeps from a large truck or construction vehicle.,"forklift beep, backup beep",提示音,车辆,叉车蜂鸣、备用蜂鸣
BELLS,ANIMAL,BELLAnml,BELL,"Bells attached to animals, like cow and sheep bells, or a dog or cat collar with a bell on it.","cowbell, hawkbell, collar bell, sheep bell",钟铃,动物,牛铃、狗铃、猫铃
BELLS,DOORBELL,BELLDoor,BELL,Mechanical doorbells. Would also maybe electronic doorbells in here as well to avoid confusion probably. Also see ALARMS-BUZZERS for a door buzzer.,"doorbell, door chime, ding dong, tring",钟铃,门铃,门铃、叮咚
BELLS,GONG,BELLGong,BELL,A large flat circular disc hit with a mallet. With v8.2 of the list most of these would now go into MUSICAL-BELLS instead.,"gong, gamelan, agung, bowl gong, tam-tam",钟铃,锣,锣、 铜钟
BELLS,HANDBELL,BELLHand,BELL,"Small to medium hand bells, dinner bells. Musical bells like HANDBELLS and CARILLION now go into MUSICAL-BELLS.","hand bell, dinner bell, school bell, alter bell, sleigh bell, jinglebells, butler bell",钟铃,手铃,手摇铃、晚餐铃、校铃、雪橇铃
BELLS,LARGE,BELLLrg,BELL,"Large bells like a church bell or tower bell, or city hall bells, Big Ben. Any large bell.","temple bell, church bell, peal, tower bell",钟铃,大钟,寺庙钟、 教堂钟、 大钟、编钟
BELLS,MISC,BELLMisc,BELL,Bell sounds not fitting another category in this list.,"bicycle bell, service bell, call bell",钟铃,其他,自行车铃、服务铃、呼叫铃
BIRDS,BIRD OF PREY,BIRDPrey,BIRD,"Birds that prey on vertebrates, especially rodents. Raptors.","hawk, eagle, falcon, owl, vulture, condor, buzzard, kite, osprey, harrier, kestrel, caracara",鸟类,猛禽,鹰、猎鹰、猫头鹰、秃鹫、秃鹰、秃鹰、风筝、鱼鹰、鹞、红隼
BIRDS,CROW,BIRDCrow,BIRD,"Birds in Corvid family, which includes crows and ravens.","crow, raven, jay, blue jay, magpie, nutcracker",鸟类,乌鸦,乌鸦、喜鹊
BIRDS,FOWL,BIRDFowl,BIRD,"Landfowl, wildfowl and waterfowl, also poultry. Ground feeding and many water feeding birds.","chicken, pheasant, turkey, geese, goose, grouse, duck, swan, partridge, teal, mallard, eider, guans, chachalacas, curassow, quail, grebe, chukar, ptarmigan",鸟类,家禽,鸡、雉鸡、火鸡、鹅、松鸡、鸭、天鹅、鹧鸪、野鸭、绒鸭、鹌鹑、雷鸟
BIRDS,MISC,BIRDMisc,BIRD,Bird sounds not fitting another category in this list.,"ani, roadrunner, cuckoo, woodpecker, nighthawk, nightjar, poorwill, hummingbird",鸟类,其他,杜鹃、 啄木鸟、 夜鹰、 蜂鸟
BIRDS,SEA,BIRDSea,BIRD,"Birds that live mostly near the ocean. Seagulls, pelicans.","seagull, gannet, albatross, cormorant, pelican, penguin, petrel, gull, tern, frigatebird, booby, oystercatcher, plover, sandpiper, dunlin, auk, puffin, murrelet, auklet",鸟类,海鸟,海鸥、 塘鹅、 信天翁、 鸬鹚、 鹈鹕、 企鹅、 海燕、 燕鸥、 军舰鸟、 鲣鸟、 鸻、 鹬、 海雀
BIRDS,SONGBIRD,BIRDSong,BIRD,"Specifically singing birds, warblers, robins, thrushes, what you imagine pretty dawn chorus birds.","dove, flycatcher, grosbeak, mockingbird, nuthatch, pigeon, robin, sparrow, swallow, tanager, thrush, vireo, warbler, wren, tit, chickadee, titmouse, penduline, lark, kinglet, creeper, treecreeper, gnatcatcher, dipper, starling, blackbird, thrasher, waxwing, chat, troupial, cardinal, bunting, blackbird",鸟类,鸣鸟,鸽子、 知更鸟、 麻雀、 燕子、 唐纳雀、 画眉、  莺、 鹪鹩、 山雀、 云雀、 八哥、 黑鸟、鸫鸟、黑鸟
BIRDS,TROPICAL,BIRDTrop,BIRD,"Birds living in tropical locations, jungle and tropical rainforest birds. Parrots and Toucans.","parrot, toucan, kookaburra, lyrebird, peacock, macaw, hornbill, cockatoo, parakeet, ibis, spoonbill, flamingo",鸟类,热带,鹦鹉、 巨嘴鸟、 笑翠鸟、 琴鸟、 孔雀、 金刚鹦鹉、 犀鸟、 长尾小鹦鹉、 琵鹭、 火烈鸟
BIRDS,WADING,BIRDWade,BIRD,"Long-legged, long-billed birds that feed primarily in shallow water. Think Herons and Egrets.","crane, egret, flamingo, ibis, rail, spoonbill, stork, heron, rail, sora, coot, crane, heron, bittern, egret, stork, snipe",鸟类,水鸟,白鹭、火烈鸟、琵鹭、鹳、苍鹭、鹬
BOATS,AIR BOAT,BOATAir,BOAT,Specifically large fan airboats used in swamps. Think the type of boat used in the Everglades. Also hovercraft.,"fan boat, air boat, hovercraft",船舶,汽艇,风扇船、气垫船、气垫船、香蕉船、快艇
BOATS,BOW WASH,BOATWash,BOAT,"The waves pushed up by a boat or ship going through the water, a relatively clean recording.","bow wash, wake",船舶,船浪,波浪、 船浪、 船波
BOATS,DOOR,BOATDoor,BOAT,Boat or Submarine doors. Some possible overlap with over DOOR categories or VEHICLES-DOOR.,"hatch, ferry door, boat door, watertight door, ship door",船舶,门,舱门、液压门
BOATS,ELECTRIC,BOATElec,BOAT,"Any boat powered by electricity. Fairly rare. Possible a a radio controlled boat, or electric trolling motor.",trolling motor,船舶,电动船,拖钓马达、电动马达
BOATS,FISHING,BOATFish,BOAT,"Industrial fishing boats, crab boats, trawlers. Simple fishing boats to BOATS-MOTORBOAT.","crab boats, trawlers, seiner, line vessel, dredger, gillnetter, research vessel",船舶,捕鱼,捕蟹船、拖网渔船、围网船、线船、挖泥船、刺网船、研究船
BOATS,HORN,BOATHorn,BOAT,Horns on boats and ships. Fog horns would go in HORNS-AIR category.,"ship horn, tug-boat horn",船舶,船笛,船喇叭、拖船喇叭、汽笛
BOATS,INTERIOR,BOATInt,BOAT,"Interior ambiences on boats and ships, ferries, cruise ships, navy ships.","ship, ferry, ferries, cruise ship, navy, military boat, tugboat, sailboat, yacht, oil tanker, cargo ship, freighter, submarine",小船,舱内,船、渡轮、渡轮、游轮、海军、军船、拖船、帆船、游艇、油轮、货船、货轮、潜艇
BOATS,MECHANISM,BOATMech,BOAT,"All manner of boat mechanisms. Sailing ship rigging, pulleys, ropes, ship wheels. See also BOATS-DOOR.","rigging, pulley, rope, ship wheel, throttle, net, cage, trap, anchor",船舶,机械,索具、滑轮、绳索、船轮、油门、网、笼、陷阱、锚
BOATS,MILITARY,BOATMil,BOAT,"Specifically military boats and ships, destroyers, aircraft carriers. Any military boat.","patrol boat, destroyer, cruisier, battlecruiser, frigate, corvette, fast attack boat",船舶,军用,巡逻艇、 驱逐舰、 巡洋舰、 战列巡洋舰、 护卫舰、 快速攻击船
BOATS,MISC,BOATMisc,BOAT,Boat sounds not fitting another category in this list.,"paddleboat, paddleboard",船舶,其他,桨船、桨板
BOATS,MOTORBOAT,BOATMotr,BOAT,"General small boats, personal fishing boats, speedboats, pontoon boats. You average recreational boat.","small boat, personal fishing boat, speedboat, pontoon boat, duck boat, dinghy",船舶,摩托艇,小船、个人渔船、快艇、浮筒船、鸭子船、小艇
BOATS,RACING,BOATRace,BOAT,"Powered racing boats, not for human powered racing boats, those would go under BOATS-ROWING.","hydroplane, hydrofoil, jet boat",船舶,赛艇,水上飞机、水翼艇、喷射艇
BOATS,ROWBOAT,BOATRow,BOAT,"Canoes, rowboats, kayaks probably, human powered boats that use oars and paddles, even racing rowboats.","canoe, rowboat, kayak, oar, paddle, dragon boat, row",船舶,划艇,手摇船、独木舟、划艇、皮划艇、桨、龙舟
BOATS,SAILBOAT,BOATSail,BOAT,"Composite recordings of rigging and sails, isolated elements to CLOTH-FLAP for close sails, or BOATS-MECHANISM for rigging.","sailboat, schooner, yawl, sloop, ketch, motorsailer",船舶,帆船,帆船、 单桅帆船、 双桅船、风动船
BOATS,SHIP,BOATShip,BOAT,"Large ship, passenger cruise ships, oil tankers, things relating to these.","large ship, cruise ship, oil tanker, cargo ship, freighter",船舶,大船,大船、 游轮、 油轮、 货船、 货轮
BOATS,STEAM,BOATStm,BOAT,"Old steam paddle boats, big steam ship sounds.","steam paddle ship, paddle steamer,  steam engine",船舶,蒸汽船,蒸汽明轮船、明轮船、蒸汽机
BOATS,SUBMARINE,BOATSub,BOAT,"Relating to a submarine, include sonar pings. Classic 'Dive' alarm would go in ALARMS-SIREN with keyword Klaxon.","submarine, sonar, submersible, u-boat",船舶,潜艇,潜艇、声纳、海底、深海
BOATS,UNDERWATER,BOATUndwtr,BOAT,"Specifically boats and ships recorded underwater, usually hydrophone recordings. SUBMARINES have their own subcategory.","boat, ship, underwater, tanker, fishing boat, motorboat, underwater",船舶,水下,水下录音、 水下
BULLETS,BY,BLLTBy,BLLT,"Bullet pass bys in air, or underwater.","bullet whiz-by, fwip",子弹,飞过,子弹飞过、 子弹经过、 子弹擦过
BULLETS,IMPACT,BLLTImpt,BLLT,"Bullet hits and impacts, on a bullet hit on any material from the ground, to wood, to a person.","bullet impact, bullet hit",子弹,击中,子弹撞击、子弹击中、中弹
BULLETS,MISC,BLLTMisc,BLLT,Bullet sounds not fitting another category in this list.,miscellaneous,子弹,其他,各种各样的
BULLETS,RICOCHET,BLLTRico,BLLT,"Bullet ricochets, that classic old west 'ping' when a bullet bounces off something.","ricos, ricochet, deflect",子弹,弹跳,弹跳、 偏转、 弹出
BULLETS,SHELL,BLLTShel,BLLT,Bullet shells ejecting and dropping to the ground. See also GUNS-HANDLING for things like loading or unloading a gun.,"shell, casing, eject",子弹,弹壳,弹壳、弹出
CARTOON,ANIMAL,TOONAnml,TOON,"Cartoon animals, made from animals calls, props, etc. Very silly or stylized animals calls for use in Cartoons.","fake animal, hunting call, duck call",卡通,动物,可爱动物叫、 憨憨动物声
CARTOON,BOING,TOONBoing,TOON,"Cartoon boings, like for a bouncing cartoon character. Roger Rabbit or Tigger from Winnie the Pooh.","jaw harp, mouth harp",卡通,弹簧音,卡通弹跳声
CARTOON,CLANG,TOONClang,TOON,"Cartoon clangs, like a funny anvil hit. Most likely a very metallic resonant hit.","clang, metallic",卡通,咣当,叮当、金属、刀光、刀剑
CARTOON,CREAK,TOONCreak,TOON,"Cartoon creaks, some overlap or confusion with CARTOON-STRETCH possible.","rubber, wood",卡通,嘎吱,橡胶、牛皮筋、硅胶
CARTOON,HORN,TOONHorn,TOON,"Cartoon horns, as in bulb horns, clown horns.","bulb horn, honk, clown horn",卡通,号,灯泡喇叭、 喇叭、 小丑喇叭
CARTOON,IMPACT,TOONImpt,TOON,"Cartoon hits, bonk, boink, doink..","bonk, boink, doink",卡通,打击,duang
CARTOON,MACHINE,TOONMach,TOON,"Cartoon machines, an overly comical sounding machine or contraption. A Rube Goldberg contraption.","contraption, comical machine, rube goldberg machine",卡通,机器,卡通机器
CARTOON,MISC,TOONMisc,TOON,Cartoon sounds not fitting another category in this list.,"toon, squanch, blorb, flump",卡通,杂项,搞笑、蠢、可爱
CARTOON,MUSICAL,TOONMx,TOON,Cartoon musical phrases. String plucks for a cartoon character sneaking up on another. Perhaps a cartoon musical phrase.,"gliss, ascend, descend,",卡通,乐句,琶音、上升、下降、
CARTOON,PLUCK,TOONPluk,TOON,"Cartoon string plucks, violin plucks, dental floss plucks.",string pluck,卡通,弹拨,拨弦
CARTOON,POP,TOONPop,TOON,"Cartoon funny pops, mouth pops, suction cup pops.","pop gun, mouth pop, suction cup, bubble pops",卡通,道具,吸盘、泡泡爆破
CARTOON,SHAKE,TOONShake,TOON,"Cartoon shake, like a noisemaker toy, maraca.",rattle,卡通,摇晃,嘎嘎声
CARTOON,SPLAT,TOONSplt,TOON,"Cartoon splats, funny liquid and mud like splats and things.","splat, splort, squish",卡通,啪嗒,卡通液体声
CARTOON,SQUEAK,TOONSqk,TOON,Cartoon squeaks. funny little sounding squeaks of things.,squeak,卡通,摩擦,吱
CARTOON,STRETCH,TOONStrch,TOON,"Cartoon stretches, funny rubber or other type stretching sounds, exaggerated.",strain,卡通,伸缩,拉紧、拉伸
CARTOON,SWISH,TOONSwsh,TOON,"Cartoon swishes, specifically very funny cartoony swishes.","twirl, swirl",卡通,嗖嗖,旋转、划过、闪白、过场
CARTOON,TWANG,TOONTwang,TOON,"Cartoon twangs, that classic ruler twang type sound.","ruler, mouth harp",卡通,弹拨声,拨尺声、 弹尺声
CARTOON,VEHICLE,TOONVeh,TOON,"Cartoon vehicles, think Jetsons spaceship or Flintstones cars.","jetsons, contraption. Flintstones car, backfire",卡通,载具,异型车、 特殊载具
CARTOON,VOCAL,TOONVox,TOON,"Cartoon vocals, specifically very silly. See also CARTOON-ANIMALS for non-human vocals.","mumble, silly voice, cartoon voice",卡通,语音,非人类叫声
CARTOON,WARBLE,TOONWarb,TOON,Cartoon warble.,wobble,卡通,颤音,颤音
CARTOON,WHISTLE,TOONWhis,TOON,"Cartoon whistles, most likely slide whistles, other very silly whistles. A Wolf-Whistle.",slide whistle,卡通,哨子,滑哨、哨音
CARTOON,ZIP,TOONZip,TOON,"Cartoon zips. Very fast 'zip' type sounds, often for fast movement aways.","zip, rico, siren, whistle",卡通,拉链,上拉、 下拉
CERAMICS,BREAK,CERMBrk,CERM,"Ceramics break of a more singular nature, a plate shatter, breaking, cracking, crunching. Mostly for single items breaking. See also CERAMICS-CRASH & DEBRIS.","break, crack, shatter, crunch",陶瓷,打破,打破、裂缝、粉碎、破坏
CERAMICS,CRASH & DEBRIS,CERMCrsh,CERM,"Ceramics destruction of more of a group nature, multiple crashes and debris. See also CERAMICS-BREAK.","fall, debris, shards",陶瓷,碎片,坠落、碎片、碰撞
